Year,Size,Gender,Education,Age,Service_Length,Monthly_Wage,Annual_Bonus,Employees,Total_Annual_Income,Wage_Ratio,Emp_Ratio
2022,Large (1000+),Male,16.0,52.0,0.0,483400,773600,200,6574400,1.0814402974026616,0.06472491909385113
2022,Large (1000+),Male,16.0,57.0,0.0,745200,7170000,130,16112400,3.317151503921932,0.04797047970479705
2022,Large (1000+),Male,16.0,62.0,0.0,304600,2151800,330,5807000,1.1277041985474037,0.08168316831683169
2022,Large (1000+),Male,16.0,67.0,0.0,180000,30000,10,2190000,0.44727651491942894,0.013888888888888888
2022,Large (1000+),Male,18.0,22.0,0.0,251300,25500,2150,3041100,0.9399746545915371,0.2994428969359331
2022,Large (1000+),Male,18.0,27.0,0.0,281700,42200,3860,3422600,0.9363646312103305,0.3979381443298969
2022,Large (1000+),Male,18.0,32.0,0.0,347800,330800,610,4504400,0.9147847278635256,0.15326633165829145
2022,Large (1000+),Male,18.0,37.0,0.0,441600,117200,220,5416400,0.8969925808161102,0.1073170731707317
2022,Large (1000+),Male,18.0,42.0,0.0,567500,311000,350,7121000,1.0308785847677229,0.20710059171597633
2022,Large (1000+),Male,18.0,47.0,0.0,486200,764300,150,6598700,0.8178854734754586,0.13043478260869565
2022,Large (1000+),Male,18.0,52.0,0.0,252600,12800,110,3044000,0.29384508456251446,0.12643678160919541
2022,Large (1000+),Male,18.0,57.0,0.0,550000,0,20,6600000,0.9440034327397554,0.14285714285714285
2022,Large (1000+),Male,18.0,62.0,0.0,579900,303900,220,7262700,1.0552722200427183,0.24444444444444444
2022,Medium (100-999),Female,9.0,22.0,0.0,200000,0,20,2400000,1.0679482045120812,0.043478260869565216
2022,Medium (100-999),Female,9.0,27.0,0.0,168900,29100,30,2055900,0.7949193829022155,0.058823529411764705
2022,Medium (100-999),Female,9.0,32.0,0.0,161000,0,60,1932000,0.8251121076233184,0.17647058823529413
2022,Medium (100-999),Female,9.0,37.0,0.0,153800,0,110,1845600,0.6905118228075426,0.10476190476190476
2022,Medium (100-999),Female,9.0,42.0,0.0,181300,0,30,2175600,0.8764805414551607,0.09090909090909091
2022,Medium (100-999),Female,9.0,47.0,0.0,200500,134800,80,2540800,0.9067161515951753,0.14814814814814814
2022,Medium (100-999),Female,9.0,52.0,0.0,152700,0,10,1832400,0.629063819561262,0.022222222222222223
2022,Medium (100-999),Female,9.0,62.0,0.0,162500,269100,20,2219100,0.7954333643988817,0.2857142857142857
2022,Medium (100-999),Female,12.0,19.0,0.0,173300,6800,8600,2086400,0.9804050561533763,0.39870190078813167
2022,Medium (100-999),Female,12.0,22.0,0.0,174700,5500,3200,2101900,0.8945778004766769,0.24316109422492402
2022,Medium (100-999),Female,12.0,27.0,0.0,180800,18900,2000,2188500,0.8940316189386821,0.16515276630883569
2022,Medium (100-999),Female,12.0,32.0,0.0,180500,94000,1830,2260000,0.9319971957606499,0.24335106382978725
2022,Medium (100-999),Female,12.0,37.0,0.0,184500,28200,1720,2242200,0.8741861281141565,0.19089900110987792
2022,Medium (100-999),Female,12.0,42.0,0.0,191800,92300,900,2393900,0.9605183966617181,0.1325478645066274
2022,Medium (100-999),Female,12.0,47.0,0.0,169500,23400,2390,2057400,0.836307467176131,0.22109158186864014
2022,Medium (100-999),Female,12.0,52.0,0.0,182100,21500,840,2206700,0.9353197982452423,0.11650485436893204
2022,Medium (100-999),Female,12.0,57.0,0.0,184100,49300,570,2258500,0.9611047278607601,0.08892355694227769
2022,Medium (100-999),Female,12.0,62.0,0.0,179100,433800,400,2583000,1.0942596907434865,0.12307692307692308
2022,Medium (100-999),Female,12.0,67.0,0.0,160600,50900,150,1978100,0.8735261647162729,0.10948905109489052
2022,Medium (100-999),Female,12.0,70.0,0.0,160000,0,10,1920000,0.8700380641653073,0.02564102564102564
2022,Medium (100-999),Female,14.0,22.0,0.0,175400,16100,830,2120900,0.8188170797621805,0.024924924924924926
2022,Medium (100-999),Female,14.0,22.0,0.0,175400,16100,830,2120900,0.8423958374707073,0.06484375
2022,Medium (100-999),Female,14.0,22.0,0.0,185600,355100,1120,2582300,0.9969500424677631,0.033633633633633635
2022,Medium (100-999),Female,14.0,22.0,0.0,185600,355100,1120,2582300,1.0256583389601621,0.0875
2022,Medium (100-999),Female,14.0,27.0,0.0,187800,34400,190,2288000,0.7913942789941545,0.016622922134733157
2022,Medium (100-999),Female,14.0,27.0,0.0,187800,34400,190,2288000,0.8303694563402773,0.027496382054992764
2022,Medium (100-999),Female,14.0,27.0,0.0,201100,7400,1160,2420600,0.8372591747085885,0.10148731408573929
2022,Medium (100-999),Female,14.0,27.0,0.0,201100,7400,1160,2420600,0.8784931407418161,0.1678726483357453
2022,Medium (100-999),Female,14.0,32.0,0.0,190500,34600,480,2320600,0.8172277785603607,0.06201550387596899
2022,Medium (100-999),Female,14.0,32.0,0.0,190500,34600,480,2320600,0.845607258681631,0.10933940774487472
2022,Medium (100-999),Female,14.0,32.0,0.0,228000,108800,340,2844800,1.0018312438371602,0.04392764857881137
2022,Medium (100-999),Female,14.0,32.0,0.0,228000,108800,340,2844800,1.0366213606384143,0.0774487471526196
2022,Medium (100-999),Female,14.0,37.0,0.0,207400,5900,240,2494700,0.8132946469322553,0.03993344425956739
2022,Medium (100-999),Female,14.0,37.0,0.0,207400,5900,240,2494700,0.907394609536973,0.09561752988047809
2022,Medium (100-999),Female,14.0,37.0,0.0,193900,80400,250,2407200,0.7847688596205256,0.04159733777038269
2022,Medium (100-999),Female,14.0,37.0,0.0,193900,80400,250,2407200,0.8755683264831048,0.099601593625498
2022,Medium (100-999),Female,14.0,42.0,0.0,254800,16100,850,3073700,0.9903022101939558,0.11024643320363164
2022,Medium (100-999),Female,14.0,42.0,0.0,254800,16100,850,3073700,1.0825555594688832,0.30357142857142855
2022,Medium (100-999),Female,14.0,42.0,0.0,218300,54600,220,2674200,0.8615890199110767,0.028534370946822308
2022,Medium (100-999),Female,14.0,42.0,0.0,218300,54600,220,2674200,0.9418518648962773,0.07857142857142857
2022,Medium (100-999),Female,14.0,47.0,0.0,265300,373300,890,3556900,1.0499453906780412,0.09823399558498896
2022,Medium (100-999),Female,14.0,47.0,0.0,265300,373300,890,3556900,1.1991841138194936,0.18658280922431866
2022,Medium (100-999),Female,14.0,47.0,0.0,211800,9200,310,2550800,0.7529592348791215,0.03421633554083885
2022,Medium (100-999),Female,14.0,47.0,0.0,211800,9200,310,2550800,0.8599844914197093,0.0649895178197065
2022,Medium (100-999),Female,14.0,52.0,0.0,198100,0,20,2377200,0.6960850341132031,0.003968253968253968
2022,Medium (100-999),Female,14.0,52.0,0.0,198100,0,20,2377200,0.8476679503637141,0.005479452054794521
2022,Medium (100-999),Female,14.0,52.0,0.0,229700,1700,1120,2758100,0.8076191033937513,0.2222222222222222
2022,Medium (100-999),Female,14.0,52.0,0.0,229700,1700,1120,2758100,0.9834902296391385,0.30684931506849317
2022,Medium (100-999),Female,14.0,62.0,0.0,259500,2100800,70,5214800,1.5575866188769414,0.05343511450381679
2022,Medium (100-999),Female,14.0,62.0,0.0,259500,2100800,70,5214800,1.556006445067733,0.1044776119402985
2022,Medium (100-999),Female,16.0,22.0,0.0,209300,14700,4940,2526300,0.9414197875908329,0.07336996881033715
2022,Medium (100-999),Female,16.0,27.0,0.0,260000,27800,4270,3147800,1.0509481837606838,0.1393148450244698
2022,Medium (100-999),Female,16.0,32.0,0.0,228300,58900,900,2798500,0.8351736898651069,0.06828528072837632
2022,Medium (100-999),Female,16.0,37.0,0.0,225000,145900,280,2845900,0.7925973374923411,0.027722772277227723
2022,Medium (100-999),Female,16.0,42.0,0.0,289000,37000,270,3505000,0.9014917695473251,0.046153846153846156
2022,Medium (100-999),Female,16.0,47.0,0.0,286100,52600,650,3485800,0.9450710335104653,0.17150395778364116
2022,Medium (100-999),Female,16.0,52.0,0.0,164200,0,40,1970400,0.5304902673451256,0.017241379310344827
2022,Medium (100-999),Female,16.0,57.0,0.0,305600,248300,50,3915500,1.2275833960371207,0.04
2022,Medium (100-999),Female,18.0,22.0,0.0,229200,6800,400,2757200,0.9815942183773008,0.2597402597402597
2022,Medium (100-999),Female,18.0,27.0,0.0,230300,45700,110,2809300,0.8226113437381043,0.0728476821192053
2022,Medium (100-999),Female,18.0,32.0,0.0,248600,137800,70,3121000,0.7633979893843407,0.06862745098039216
2022,Medium (100-999),Female,18.0,37.0,0.0,273700,0,90,3284400,0.8413987447162803,0.15517241379310345
2022,Medium (100-999),Female,18.0,47.0,0.0,195000,0,10,2340000,0.4350412731464267,0.010416666666666666
2022,Medium (100-999),Male,9.0,19.0,0.0,152400,0,30,1828800,1.0553407582664898,0.15789473684210525
2022,Medium (100-999),Male,9.0,22.0,0.0,224200,7400,70,2697800,1.1193261969961,0.11290322580645161
2022,Medium (100-999),Male,9.0,27.0,0.0,179600,0,140,2155200,0.9047099319956343,0.1686746987951807
2022,Medium (100-999),Male,9.0,32.0,0.0,213200,39600,290,2598000,0.8851487172498381,0.35802469135802467
2022,Medium (100-999),Male,9.0,37.0,0.0,230900,97000,220,2867800,0.8350464432344291,0.18181818181818182
2022,Medium (100-999),Male,9.0,42.0,0.0,217600,10000,110,2621200,0.904641932700604,0.14666666666666667
2022,Medium (100-999),Male,9.0,47.0,0.0,253900,164500,110,3211300,1.2699410764424408,0.11458333333333333
2022,Medium (100-999),Male,9.0,52.0,0.0,199000,25400,150,2413400,0.8713893703061814,0.21739130434782608
2022,Medium (100-999),Male,9.0,62.0,0.0,235200,0,160,2822400,1.1436443940192067,0.32653061224489793
2022,Medium (100-999),Male,12.0,19.0,0.0,180100,25100,16470,2186300,0.9868646745508711,0.5863296546813813
2022,Medium (100-999),Male,12.0,22.0,0.0,194900,77000,3770,2415800,0.968101306403783,0.2535305985205111
2022,Medium (100-999),Male,12.0,27.0,0.0,217700,30300,4850,2642700,0.996568368655253,0.3056080655324512
2022,Medium (100-999),Male,12.0,32.0,0.0,213600,45400,2440,2608600,0.8831335906290202,0.24039408866995074
2022,Medium (100-999),Male,12.0,37.0,0.0,236100,69100,3720,2902300,1.0266723265768156,0.30194805194805197
2022,Medium (100-999),Male,12.0,42.0,0.0,247400,83000,2360,3051800,1.033002741766239,0.1965029142381349
2022,Medium (100-999),Male,12.0,47.0,0.0,228500,53400,2070,2795400,0.9871459848859383,0.19961427193828352
2022,Medium (100-999),Male,12.0,52.0,0.0,251400,26200,1330,3043000,0.9380683744874996,0.15447154471544716
2022,Medium (100-999),Male,12.0,57.0,0.0,215400,291700,1430,2876500,0.9566330772556454,0.1859557867360208
2022,Medium (100-999),Male,12.0,62.0,0.0,215300,478600,1500,3062200,1.101669304935962,0.16835016835016836
2022,Medium (100-999),Male,12.0,67.0,0.0,182700,17200,620,2209600,0.8359247909809707,0.1225296442687747
2022,Medium (100-999),Male,14.0,22.0,0.0,187900,38300,1920,2293100,0.9087702611659335,0.0955223880597015
2022,Medium (100-999),Male,14.0,22.0,0.0,187900,38300,1920,2293100,0.9213677274188364,0.512
2022,Medium (100-999),Male,14.0,22.0,0.0,190900,24600,1350,2315400,0.9176078944239686,0.06716417910447761
2022,Medium (100-999),Male,14.0,22.0,0.0,190900,24600,1350,2315400,0.930327868852459,0.36
2022,Medium (100-999),Male,14.0,27.0,0.0,197100,10000,960,2375200,0.8190627263009069,0.11721611721611722
2022,Medium (100-999),Male,14.0,27.0,0.0,197100,10000,960,2375200,0.8325855300056085,0.6530612244897959
2022,Medium (100-999),Male,14.0,27.0,0.0,223500,102400,390,2784400,0.9601710403807028,0.047619047619047616
2022,Medium (100-999),Male,14.0,27.0,0.0,223500,102400,390,2784400,0.9760235558048234,0.2653061224489796
2022,Medium (100-999),Male,14.0,32.0,0.0,221800,110400,790,2772000,0.9100758396533044,0.1323283082077052
2022,Medium (100-999),Male,14.0,32.0,0.0,221800,110400,790,2772000,0.828996949578324,0.5031847133757962
2022,Medium (100-999),Male,14.0,32.0,0.0,204800,48300,360,2505900,0.8227124987688368,0.06030150753768844
2022,Medium (100-999),Male,14.0,32.0,0.0,204800,48300,360,2505900,0.7494168311501884,0.22929936305732485
2022,Medium (100-999),Male,14.0,37.0,0.0,235800,44500,500,2874100,0.8918298321283396,0.09345794392523364
2022,Medium (100-999),Male,14.0,37.0,0.0,235800,44500,500,2874100,0.5772212403598972,0.3968253968253968
2022,Medium (100-999),Male,14.0,37.0,0.0,264800,95900,380,3273500,1.0157631799422844,0.07102803738317758
2022,Medium (100-999),Male,14.0,37.0,0.0,264800,95900,380,3273500,0.6574349293059126,0.30158730158730157
2022,Medium (100-999),Male,14.0,42.0,0.0,210500,126800,540,2652800,0.7563006044018702,0.08320493066255778
2022,Medium (100-999),Male,14.0,42.0,0.0,210500,126800,540,2652800,0.8421319958096568,0.5684210526315789
2022,Medium (100-999),Male,14.0,42.0,0.0,301800,29200,180,3650800,1.0408256357623447,0.02773497688751926
2022,Medium (100-999),Male,14.0,42.0,0.0,301800,29200,180,3650800,1.158947335005238,0.18947368421052632
2022,Medium (100-999),Male,14.0,47.0,0.0,240400,52300,260,2937100,0.7762097307011284,0.0663265306122449
2022,Medium (100-999),Male,14.0,47.0,0.0,240400,52300,260,2937100,0.9139309829791207,0.45614035087719296
2022,Medium (100-999),Male,14.0,47.0,0.0,271800,86600,180,3348200,0.8848542509051508,0.04591836734693878
2022,Medium (100-999),Male,14.0,47.0,0.0,271800,86600,180,3348200,1.0418520708217942,0.3157894736842105
2022,Medium (100-999),Male,14.0,52.0,0.0,212000,34600,170,2578600,0.8730954154533758,0.05704697986577181
2022,Medium (100-999),Male,14.0,52.0,0.0,212000,34600,170,2578600,0.6988075880758807,0.19540229885057472
2022,Medium (100-999),Male,14.0,52.0,0.0,191800,22300,30,2323900,0.7868558271822307,0.010067114093959731
2022,Medium (100-999),Male,14.0,52.0,0.0,191800,22300,30,2323900,0.6297831978319783,0.034482758620689655
2022,Medium (100-999),Male,14.0,57.0,0.0,382900,1451900,100,6046700,1.696319362621332,0.08849557522123894
2022,Medium (100-999),Male,14.0,57.0,0.0,382900,1451900,100,6046700,1.6408509945456025,0.12345679012345678
2022,Medium (100-999),Male,14.0,57.0,0.0,423400,139400,40,5220200,1.4644560399483812,0.035398230088495575
2022,Medium (100-999),Male,14.0,57.0,0.0,423400,139400,40,5220200,1.4165694282380397,0.04938271604938271
2022,Medium (100-999),Male,14.0,62.0,0.0,178000,112900,20,2248900,0.6234129844209125,0.009523809523809525
2022,Medium (100-999),Male,14.0,62.0,0.0,178000,112900,20,2248900,0.7212173689949329,0.021739130434782608
2022,Medium (100-999),Male,14.0,62.0,0.0,304100,1009100,50,4658300,1.2913178466485558,0.023809523809523808
2022,Medium (100-999),Male,14.0,62.0,0.0,304100,1009100,50,4658300,1.4939067410685651,0.05434782608695652
2022,Medium (100-999),Male,14.0,67.0,0.0,200000,0,10,2400000,0.758893280632411,0.05555555555555555
2022,Medium (100-999),Male,14.0,67.0,0.0,200000,0,10,2400000,0.8406010297362614,0.02857142857142857
2022,Medium (100-999),Male,16.0,22.0,0.0,214500,36200,9030,2610200,0.9500272975432211,0.1509024064171123
2022,Medium (100-999),Male,16.0,27.0,0.0,238600,91300,3620,2954500,0.8995007002374719,0.12262872628726287
2022,Medium (100-999),Male,16.0,32.0,0.0,259400,76300,1780,3189100,0.7886784053813434,0.09817981246552675
2022,Medium (100-999),Male,16.0,37.0,0.0,285900,101300,2690,3532100,0.7267845017387189,0.17122851686823679
2022,Medium (100-999),Male,16.0,42.0,0.0,308100,43900,820,3741100,0.7388367729831145,0.09297052154195011
2022,Medium (100-999),Male,16.0,47.0,0.0,292100,26600,3000,3531800,0.8392661945725013,0.29069767441860467
2022,Medium (100-999),Male,16.0,52.0,0.0,445500,157900,820,5503900,0.9828217353261549,0.0842754367934224
2022,Medium (100-999),Male,16.0,57.0,0.0,524100,19100,960,6308300,1.2528897715988083,0.100418410041841
2022,Medium (100-999),Male,16.0,62.0,0.0,311300,392200,1180,4127800,0.8637371835111948,0.12090163934426229
2022,Medium (100-999),Male,16.0,67.0,0.0,283600,2200,150,3405400,1.0290082794464253,0.05639097744360902
2022,Medium (100-999),Male,18.0,22.0,0.0,247200,37800,1180,3004200,0.986989946777055,0.5244444444444445
2022,Medium (100-999),Male,18.0,27.0,0.0,247700,21600,1050,2994000,0.8946393354449291,0.2830188679245283
2022,Medium (100-999),Male,18.0,32.0,0.0,314100,60800,550,3830000,0.839084237046774,0.19230769230769232
2022,Medium (100-999),Male,18.0,37.0,0.0,332800,45600,170,4039200,0.8090859924283397,0.11564625850340136
2022,Medium (100-999),Male,18.0,42.0,0.0,443300,10700,370,5330300,0.8637240127687845,0.23270440251572327
2022,Medium (100-999),Male,18.0,47.0,0.0,379500,13100,40,4567100,0.5911491366589867,0.08163265306122448
2022,Medium (100-999),Male,18.0,52.0,0.0,565600,618600,160,7405800,1.2462851084596873,0.21052631578947367
2022,Medium (100-999),Male,18.0,57.0,0.0,394600,0,70,4735200,0.6606211110801082,0.1891891891891892
2022,Medium (100-999),Male,18.0,62.0,0.0,460200,30400,110,5552800,1.1529421535650513,0.16666666666666666
2022,Small (10-99),Female,9.0,22.0,0.0,167000,15100,60,2019100,0.8803575321560934,0.2222222222222222
2022,Small (10-99),Female,9.0,27.0,0.0,148800,0,170,1785600,0.8034195725534308,0.17708333333333334
2022,Small (10-99),Female,9.0,32.0,0.0,152800,0,130,1833600,0.8967136150234741,0.35135135135135137
2022,Small (10-99),Female,9.0,37.0,0.0,156800,2800,180,1884400,0.6265669160432252,0.3673469387755102
2022,Small (10-99),Female,9.0,42.0,0.0,209700,19200,410,2535600,1.0312766909342335,0.5694444444444444
2022,Small (10-99),Female,9.0,47.0,0.0,152600,29800,120,1861000,0.9418016194331984,0.5217391304347826
2022,Small (10-99),Female,9.0,52.0,0.0,179200,0,340,2150400,0.8635104204312734,0.5666666666666667
2022,Small (10-99),Female,9.0,57.0,0.0,188500,3300,60,2265300,0.8901681861049985,0.1935483870967742
2022,Small (10-99),Female,9.0,67.0,0.0,140400,0,10,1684800,0.7650531286894924,0.030303030303030304
2022,Small (10-99),Female,12.0,19.0,0.0,178300,3200,4920,2142800,1.0155450236966825,0.3716012084592145
2022,Small (10-99),Female,12.0,22.0,0.0,168800,3000,2280,2028600,0.9136603161734901,0.21923076923076923
2022,Small (10-99),Female,12.0,27.0,0.0,167900,13900,2020,2028700,0.8823503827418232,0.2133051742344245
2022,Small (10-99),Female,12.0,32.0,0.0,167500,15800,1640,2025800,0.9162369968340117,0.2706270627062706
2022,Small (10-99),Female,12.0,37.0,0.0,165200,15900,2030,1998300,0.9239411873497319,0.2803867403314917
2022,Small (10-99),Female,12.0,42.0,0.0,171100,8600,2090,2061800,0.8943350394725428,0.25059952038369304
2022,Small (10-99),Female,12.0,47.0,0.0,176900,19900,2430,2142700,0.8760374504272456,0.23164918970448045
2022,Small (10-99),Female,12.0,52.0,0.0,170800,13700,1490,2063300,0.8857645745685584,0.14030131826741996
2022,Small (10-99),Female,12.0,57.0,0.0,198700,9800,720,2394200,1.0410017826862037,0.1316270566727605
2022,Small (10-99),Female,12.0,62.0,0.0,158600,106600,260,2009800,0.8394453262049955,0.06265060240963856
2022,Small (10-99),Female,12.0,67.0,0.0,222900,0,50,2674800,1.3187398313858896,0.016025641025641024
2022,Small (10-99),Female,14.0,22.0,0.0,174800,2100,1230,2099700,0.860603328141651,0.06863839285714286
2022,Small (10-99),Female,14.0,22.0,0.0,174800,2100,1230,2099700,0.8562864483503936,0.07706766917293233
2022,Small (10-99),Female,14.0,22.0,0.0,185500,1000,510,2227000,0.912779736043938,0.028459821428571428
2022,Small (10-99),Female,14.0,22.0,0.0,185500,1000,510,2227000,0.9082011337221157,0.03195488721804511
2022,Small (10-99),Female,14.0,27.0,0.0,174600,7600,630,2102800,0.829637812672611,0.07274826789838337
2022,Small (10-99),Female,14.0,27.0,0.0,174600,7600,630,2102800,0.8095164767477672,0.10918544194107452
2022,Small (10-99),Female,14.0,27.0,0.0,190300,18700,360,2302300,0.9083484573502723,0.04157043879907621
2022,Small (10-99),Female,14.0,27.0,0.0,190300,18700,360,2302300,0.8863181398213735,0.06239168110918544
2022,Small (10-99),Female,14.0,32.0,0.0,225100,2100,690,2703300,0.982125340599455,0.16707021791767554
2022,Small (10-99),Female,14.0,32.0,0.0,225100,2100,690,2703300,0.9998150750795177,0.19602272727272727
2022,Small (10-99),Female,14.0,32.0,0.0,197600,2200,70,2373400,0.8622706630336058,0.01694915254237288
2022,Small (10-99),Female,14.0,32.0,0.0,197600,2200,70,2373400,0.8778016125453066,0.019886363636363636
2022,Small (10-99),Female,14.0,37.0,0.0,177300,21300,400,2148900,0.78899250991335,0.08385744234800839
2022,Small (10-99),Female,14.0,37.0,0.0,177300,21300,400,2148900,0.8385951219512195,0.11299435028248588
2022,Small (10-99),Female,14.0,37.0,0.0,206200,2300,430,2476700,0.9093479218681157,0.09014675052410902
2022,Small (10-99),Female,14.0,37.0,0.0,206200,2300,430,2476700,0.9665170731707317,0.12146892655367232
2022,Small (10-99),Female,14.0,42.0,0.0,193600,2200,700,2325400,0.8073184279961116,0.1598173515981735
2022,Small (10-99),Female,14.0,42.0,0.0,193600,2200,700,2325400,0.9579797313998517,0.26217228464419473
2022,Small (10-99),Female,14.0,42.0,0.0,174800,2200,490,2099800,0.7289959727815581,0.11187214611872145
2022,Small (10-99),Female,14.0,42.0,0.0,174800,2200,490,2099800,0.8650407843783472,0.18352059925093633
2022,Small (10-99),Female,14.0,47.0,0.0,214200,6500,300,2576900,0.8935779180248283,0.05190311418685121
2022,Small (10-99),Female,14.0,47.0,0.0,214200,6500,300,2576900,0.9822749104215903,0.06637168141592921
2022,Small (10-99),Female,14.0,47.0,0.0,181500,2700,470,2180700,0.7561897496358971,0.08131487889273356
2022,Small (10-99),Female,14.0,47.0,0.0,181500,2700,470,2180700,0.8312495235190973,0.10398230088495575
2022,Small (10-99),Female,14.0,52.0,0.0,193800,2300,240,2327900,0.7816991269308261,0.0670391061452514
2022,Small (10-99),Female,14.0,52.0,0.0,193800,2300,240,2327900,0.6792821709950394,0.06091370558375635
2022,Small (10-99),Female,14.0,52.0,0.0,207700,37200,390,2529600,0.8494291470785762,0.10893854748603352
2022,Small (10-99),Female,14.0,52.0,0.0,207700,37200,390,2529600,0.7381383133936388,0.09898477157360407
2022,Small (10-99),Female,14.0,57.0,0.0,194700,2400,50,2338800,0.8389711948918464,0.019305019305019305
2022,Small (10-99),Female,14.0,57.0,0.0,194700,2400,50,2338800,0.908342395525866,0.02717391304347826
2022,Small (10-99),Female,14.0,57.0,0.0,197800,15100,170,2388700,0.856871255874018,0.06563706563706563
2022,Small (10-99),Female,14.0,57.0,0.0,197800,15100,170,2388700,0.9277225415566258,0.09239130434782608
2022,Small (10-99),Female,14.0,62.0,0.0,155300,0,20,1863600,0.6472856100864853,0.01652892561983471
2022,Small (10-99),Female,14.0,62.0,0.0,155300,0,20,1863600,0.6792287786565586,0.0196078431372549
2022,Small (10-99),Female,14.0,67.0,0.0,171000,0,30,2052000,0.8491620111731844,0.03529411764705882
2022,Small (10-99),Female,14.0,67.0,0.0,171000,0,30,2052000,0.9215430906722953,0.13636363636363635
2022,Small (10-99),Female,14.0,70.0,0.0,171600,53200,10,2112400,0.6153577254719179,0.025
2022,Small (10-99),Female,14.0,70.0,0.0,171600,53200,10,2112400,0.6377634200833283,0.09090909090909091
2022,Small (10-99),Female,16.0,22.0,0.0,210200,14500,2250,2536900,0.9530768652791344,0.08630609896432681
2022,Small (10-99),Female,16.0,27.0,0.0,206300,23700,1630,2499300,0.8649294019933554,0.06631407648494711
2022,Small (10-99),Female,16.0,32.0,0.0,209900,47600,900,2566400,0.8447941011883209,0.09063444108761329
2022,Small (10-99),Female,16.0,37.0,0.0,172200,34200,440,2100600,0.6654839220655789,0.07678883071553229
2022,Small (10-99),Female,16.0,42.0,0.0,239000,21000,220,2889000,0.8956473214285714,0.038869257950530034
2022,Small (10-99),Female,16.0,47.0,0.0,197300,6100,280,2373700,0.7790796901667323,0.06466512702078522
2022,Small (10-99),Female,16.0,52.0,0.0,225500,148300,230,2854300,0.6818029810815975,0.042279411764705885
2022,Small (10-99),Female,16.0,57.0,0.0,180000,0,10,2160000,0.6831767719897524,0.0034482758620689655
2022,Small (10-99),Female,16.0,62.0,0.0,152600,0,80,1831200,0.7238803020120963,0.07766990291262135
2022,Small (10-99),Female,18.0,22.0,0.0,246000,0,120,2952000,1.0262828535669588,0.3076923076923077
2022,Small (10-99),Female,18.0,27.0,0.0,190200,1800,110,2284200,0.7790320930391187,0.125
2022,Small (10-99),Female,18.0,37.0,0.0,294100,0,20,3529200,0.9060614618366666,0.2222222222222222
2022,Small (10-99),Female,18.0,47.0,0.0,219000,39700,10,2667700,0.5314355153591777,0.1
2022,Small (10-99),Female,18.0,52.0,0.0,255600,0,20,3067200,0.610643253897151,0.3333333333333333
2022,Small (10-99),Male,9.0,19.0,0.0,162100,5900,220,1951100,1.0038588186869726,0.19469026548672566
2022,Small (10-99),Male,9.0,22.0,0.0,195100,64100,120,2405300,0.9275054949292407,0.06857142857142857
2022,Small (10-99),Male,9.0,27.0,0.0,249000,22100,310,3010100,0.9589970689435453,0.20666666666666667
2022,Small (10-99),Male,9.0,32.0,0.0,243400,32700,350,2953500,1.038903936121566,0.15151515151515152
2022,Small (10-99),Male,9.0,37.0,0.0,226500,135500,370,2853500,0.8875859280226446,0.23870967741935484
2022,Small (10-99),Male,9.0,42.0,0.0,205900,5500,710,2476300,0.8933583462606877,0.44654088050314467
2022,Small (10-99),Male,9.0,47.0,0.0,228300,52400,220,2792000,0.8920127795527156,0.2
2022,Small (10-99),Male,9.0,52.0,0.0,194600,200,180,2335400,0.8131332474496014,0.1005586592178771
2022,Small (10-99),Male,9.0,57.0,0.0,194700,38600,160,2375000,0.8514375851437586,0.17204301075268819
2022,Small (10-99),Male,9.0,62.0,0.0,218900,42300,50,2669100,0.9808540349845656,0.07246376811594203
2022,Small (10-99),Male,9.0,67.0,0.0,220000,0,20,2640000,0.8616187989556136,0.022988505747126436
2022,Small (10-99),Male,9.0,70.0,0.0,233400,1100,210,2801900,1.0965053027041836,0.29577464788732394
2022,Small (10-99),Male,12.0,19.0,0.0,179300,3700,5700,2155300,0.9722573078311079,0.31808035714285715
2022,Small (10-99),Male,12.0,22.0,0.0,195700,37100,6110,2385500,0.98011421997617,0.3035270740188773
2022,Small (10-99),Male,12.0,27.0,0.0,202800,28400,4580,2462000,0.9358014367706868,0.2697290930506478
2022,Small (10-99),Male,12.0,32.0,0.0,213800,17700,3410,2583300,0.8894129798588397,0.2187299550994227
2022,Small (10-99),Male,12.0,37.0,0.0,231200,65400,3420,2839800,0.968487824841416,0.28311258278145696
2022,Small (10-99),Male,12.0,42.0,0.0,256400,42700,4110,3119500,0.9956910309607405,0.25979772439949433
2022,Small (10-99),Male,12.0,47.0,0.0,248500,31900,4360,3013900,0.950607159753982,0.26930203829524396
2022,Small (10-99),Male,12.0,52.0,0.0,246800,58800,2800,3020400,0.9061834328402988,0.1710445937690898
2022,Small (10-99),Male,12.0,57.0,0.0,250400,4900,2250,3009700,0.937601246105919,0.18322475570032573
2022,Small (10-99),Male,12.0,62.0,0.0,226800,149800,1900,2871400,1.0125894840780054,0.21689497716894976
2022,Small (10-99),Male,12.0,67.0,0.0,181900,19000,270,2201800,0.7989404550237672,0.05454545454545454
2022,Small (10-99),Male,12.0,70.0,0.0,212100,47700,320,2592900,1.1483170947741363,0.13793103448275862
2022,Small (10-99),Male,14.0,22.0,0.0,200100,17100,2100,2418300,0.9904570773263434,0.1583710407239819
2022,Small (10-99),Male,14.0,22.0,0.0,200100,17100,2100,2418300,1.00582290063636,0.7806691449814126
